case_id,pressure_mpa,inner_radius_mm,cylindrical_length_mm,boss_radius_mm,dome_shape,dome_radius_factor,helical_angle_min_deg,helical_angle_max_deg,transition_angle_max_deg,hoop_angle_deg,helical_pairs,transition_pairs,hoop_pairs,total_thickness_mm,layer_count,python_fiber_stress_ratio_max,calculix_fiber_stress_ratio_max,fiber_correction_ratio_calculix_over_python,python_fiber_proxy_pressure_mpa,calculix_fiber_proxy_pressure_mpa,python_raw_max_combined,calculix_raw_max_combined,python_raw_critical_zone,calculix_raw_critical_zone,calculix_fiber_proxy_zone,calculix_fiber_proxy_ply,calculix_fiber_proxy_ply_name,calculix_fiber_proxy_angle_deg,calculix_fiber_proxy_sigma_11_mpa,calculix_fiber_proxy_tau_12_mpa,calculix_max_matrix_tension_hashin,calculix_max_matrix_compression_hashin,calculix_max_matrix_stress_ratio_abs,calculix_max_shear_ratio_abs,criterion_interpretation
11l_0029,70.0,86.52,404.47,29.75,variable_contour,1.096,23.4,23.4,38.84,89.07,4,2,3,17.53,18,0.38272622920682453,0.4486147453499705,1.1721557372216052,182.8983609121081,156.03588764206145,0.6605647405786136,78.70688926472867,cylinder,cylinder,cylinder,14,hoop_1_minus,-89.07,897.2294906999409,-13.014123509785932,78.70688926472867,3.9379498377195237,8.102529821502385,3.613294861534718,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0030,70.0,90.59,329.8,30.67,hemispherical,1.011,20.46,20.46,48.19,88.44,5,2,2,20.471999999999998,18,0.35896158903507736,0.39696754055754024,1.1058774885207816,195.0069370602203,176.33683575660902,0.6461841082768538,88.76274373208555,cylinder,right_dome,left_dome,18,hoop_2_minus,-88.44,793.9350811150805,-15.350633774663459,88.76274373208555,0.0,9.228543098850029,4.502127456821496,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0031,70.0,93.28,341.42,30.78,isotensoid_like,1.142,18.85,18.85,51.76,89.13,4,2,2,18.584,16,0.37614913022493535,0.6680995459228215,1.776156030251356,186.09640266385927,104.77480553187857,0.6748774762512106,132.0092289088562,cylinder,left_dome,left_dome,16,hoop_2_minus,-89.13,1336.199091845643,-36.43713367710946,132.0092289088562,8.389121448709759,9.961536682327356,5.727325067110579,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0032,70.0,81.04,463.67,26.6,variable_contour,1.049,13.89,13.89,39.99,87.29,4,1,2,14.432000000000002,14,0.34950437037016785,0.6569947656505144,1.879789843413622,200.28361855922273,106.54574992038248,0.7075404376271601,617.7299862964503,cylinder,left_dome,left_dome,14,hoop_2_minus,-87.29,1313.9895313010288,16.083635212925817,617.7299862964503,3.707670119491623,23.642766384217307,8.901842671109353,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0033,70.0,94.49,327.17,28.67,hemispherical,1.121,23.54,23.54,53.23,86.94,5,2,3,24.959999999999994,20,0.24547735374203308,0.308812101204524,1.2580064779786084,285.15868748349595,226.67505491839358,0.43898205215579633,35.76605902793184,cylinder,left_dome,left_dome,1,helical_1_plus,87.43744126687687,617.624202409048,-0.41473267683382686,35.76605902793184,0.01073949875986083,5.97154052942245,1.5625609035941914,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0034,70.0,91.35,316.09,25.79,isotensoid_like,1.006,21.88,21.88,39.63,89.31,4,2,3,24.02799999999999,18,0.23769311752928798,0.2975800807410748,1.2519507667461498,294.4973785005566,235.23079846499263,0.4755608095740375,35.188755136811004,cylinder,left_dome,boss,6,helical_3_minus,-85.69404021134123,595.1601614821495,22.708112817023256,35.188755136811004,0.0,5.92711480507923,2.1280805291458718,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0035,70.0,84.09,416.49,29.59,variable_contour,1.03,13.06,13.06,53.55,88.95,4,2,3,16.025999999999996,18,0.424090207995977,0.9227855066511714,2.1759179751208144,165.05922249604035,75.85728156268192,0.8294803067719442,469.66706318792853,cylinder,left_dome,left_dome,18,hoop_3_minus,-88.95,1845.5710133023429,-139.384867300976,469.66706318792853,0.8710934395058412,20.95245550112775,7.035417683808761,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0036,70.0,87.44,391.5,26.42,hemispherical,1.084,17.8,17.8,31.99,88.17,5,1,2,16.647999999999996,16,0.36718072463820106,0.4860976482069372,1.3238648316463508,190.64181560449288,144.0039882073246,0.63136503397262,100.72361469515299,cylinder,left_dome,left_dome,16,hoop_2_minus,-88.17,972.1952964138744,11.747319223208315,100.72361469515299,6.545121200080263,9.215806930648933,5.231736214125571,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0037,70.0,76.49,543.75,24.6,isotensoid_like,1.105,15.61,15.61,31.48,87.83,4,2,2,16.052,16,0.3692805505913664,0.7339728873718125,1.9875752627546384,189.55777629745705,95.37137025681403,0.66865678976793,108.46346378971248,cylinder,left_dome,left_dome,15,hoop_2_plus,87.83,1467.9457747436252,51.86846593135189,108.46346378971248,0.30716598349489926,9.959897702573445,3.688533211879798,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0038,70.0,92.72,323.69,28.25,variable_contour,1.038,18.93,18.93,39.11,87.55,4,2,2,17.132000000000005,16,0.46354943507920043,0.4804807496729353,1.0365253699227182,151.00870522696258,145.68741837763366,0.8882028513646301,179.05515252222762,cylinder,junction,junction,14,hoop_1_minus,-87.55,960.9614993458706,-1.363442500808803,179.05515252222762,7.129627765475982,12.29548698686343,5.322883380988907,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0039,70.0,88.75,377.5,26.88,hemispherical,1.086,25.81,25.81,35.53,88.73,5,2,3,24.616,20,0.27262193664870527,0.28740416806357894,1.0542224576517543,256.7658379237489,243.5594461682085,0.4221419730429568,47.20591599533154,cylinder,right_dome,junction,17,hoop_2_plus,88.73,574.8083361271579,-2.4068595132885253,47.20591599533154,0.03447641902814547,6.8651746188705465,1.6111877206985497,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0040,70.0,76.66,511.99,22.99,isotensoid_like,1.009,22.58,22.58,54.38,87.57,4,1,3,18.344,16,0.28493244551201546,0.4047588703809192,1.4205432787886934,245.6722675938572,172.94247296945684,0.4618262474959983,52.76119606016644,cylinder,right_dome,cylinder,12,hoop_1_minus,-87.57,809.5177407618384,-31.38001467298526,52.76119606016644,0.0,7.239919154155457,2.8008576479832024,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0041,70.0,89.62,371.2,26.42,variable_contour,1.102,16.21,16.21,30.13,88.36,4,2,3,21.270000000000007,18,0.27448971058753563,0.5937451709946653,2.163087169000887,255.01866663842316,117.89569569506266,0.5271961389061784,151.28668829000173,cylinder,boss,left_dome,16,hoop_2_minus,-88.36,1187.4903419893305,-49.43042748901945,151.28668829000173,1.446509834765056,10.929781850374205,5.641503079253999,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0042,70.0,84.51,434.13,25.49,hemispherical,1.136,17.69,17.69,42.55,89.45,5,2,2,15.234000000000002,18,0.4164634044550835,0.5313483176462156,1.275858363453211,168.0819953234322,131.74032489664845,0.7639212166283873,128.38784010005625,cylinder,boss,cylinder,16,hoop_1_minus,-89.45,1062.6966352924312,-5.947833656377699,128.38784010005625,1.0324014487685231,9.714172295486996,5.859203756085287,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0043,70.0,86.93,400.94,26.82,isotensoid_like,1.104,15.75,15.75,50.97,86.79,4,2,2,13.876000000000001,16,0.5111593879509294,0.7590363829080974,1.4849309252654552,136.94358677555954,92.22219326537271,1.0382219190424136,471.3062776620804,cylinder,left_dome,left_dome,16,hoop_2_minus,-86.79,1518.0727658161948,-6.283308269575451,471.3062776620804,7.455061195366623,19.71603796414183,9.121167938860482,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0044,70.0,82.14,467.09,27.54,variable_contour,1.158,14.06,14.06,37.33,86.92,4,1,2,15.619999999999997,14,0.38515736508858833,0.9368538747188895,2.432392470291741,181.74389572921606,74.71816244662922,0.6987088482864141,347.3870105966551,cylinder,left_dome,left_dome,13,hoop_2_plus,86.92,1873.707749437779,-33.9048836803316,347.3870105966551,1.2448149335077143,18.1549681232803,5.901939936768988,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0045,70.0,76.44,550.17,24.31,hemispherical,1.151,15.65,15.65,41.9,87.1,5,2,3,20.75199999999999,20,0.3789388807984656,0.6266440812505218,1.6536811422731663,184.72635970344967,111.70615361164668,0.8112359836755135,84.01743450933682,cylinder,left_dome,left_dome,13,transition_2_plus,87.43744126687687,1253.2881625010436,-5.90063980085194,84.01743450933682,0.8446145809170938,8.36851869495385,3.881597526974331,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0046,70.0,95.08,294.19,26.93,isotensoid_like,1.023,23.96,23.96,50.53,89.07,4,2,3,15.459999999999994,18,0.449075277860584,0.47536510027763684,1.058542128042093,155.87587081943886,147.2552359420507,0.7987142707243863,105.10288825124677,cylinder,cylinder,cylinder,14,hoop_1_minus,-89.07,950.7302005552737,-12.426401935685805,105.10288825124677,0.13731615784362888,9.387704235493848,4.119941861107299,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0047,70.0,88.14,349.51,25.7,variable_contour,1.005,18.41,18.41,45.76,86.85,4,2,3,21.179999999999996,18,0.3268262806797161,0.3761705450544672,1.150980099495449,214.1810623503645,186.08580847249598,0.5844321117295979,44.92496159161372,cylinder,left_dome,cylinder,14,hoop_1_minus,-86.85,752.3410901089344,-50.62244384206223,44.92496159161372,6.112717336427341,6.295736054303748,3.29364705243592,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0048,70.0,90.49,358.69,28.4,hemispherical,1.083,19.78,19.78,39.69,89.25,5,1,2,15.638,16,0.3626360033927102,0.41370534930052183,1.1408281180854152,193.0310265530771,169.20254987844245,0.7162872748227312,106.63588675526205,cylinder,boss,cylinder,3,helical_2_plus,19.78,827.4106986010437,-4.509449055808272,106.63588675526205,3.6020557759737533,9.536634310146297,4.457602883150777,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0049,70.0,94.65,317.81,32.33,isotensoid_like,1.078,20.56,20.56,54.66,88.66,4,2,2,20.004,16,0.302015467213214,0.43085832155508536,1.4266101187821356,231.77620883430473,162.46639904122284,0.547384253369942,75.92541931253677,cylinder,left_dome,left_dome,16,hoop_2_minus,-88.66,861.7166431101707,23.35438430596988,75.92541931253677,1.6789760575306005,8.273942671227228,4.479845259030588,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0050,70.0,80.02,481.54,25.67,variable_contour,1.062,12.14,12.14,55.67,88.03,4,2,2,18.092,16,0.30116335186161397,0.9464555218663597,3.142664989003246,232.43199933624507,73.96015806634394,0.5206528794037896,613.3818351553593,cylinder,left_dome,left_dome,16,hoop_2_minus,-88.03,1892.9110437327195,33.262444106246036,613.3818351553593,0.9878279035524081,23.865860046071024,8.273750448562879,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0051,70.0,94.8,320.79,34.11,hemispherical,1.098,14.21,14.21,49.5,89.25,5,2,3,25.040000000000003,20,0.23926048969261263,0.7658372304157731,3.200851220356835,292.56815485888103,91.40323455154693,0.47879372256753544,225.38475497839525,cylinder,left_dome,left_dome,18,hoop_2_minus,-89.25,1531.6744608315462,42.383264009122364,225.38475497839525,0.40046353267895013,14.15387921793397,5.420474399774112,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0052,70.0,90.13,370.36,27.76,isotensoid_like,1.13,24.49,24.49,33.12,88.27,4,1,3,21.116,16,0.2625062829464553,0.31804199027682506,1.211559535669086,266.6602841436685,220.09672351462683,0.5468992016831355,59.12004567989236,cylinder,right_dome,left_dome,1,helical_1_plus,87.43744126687687,636.0839805536501,-14.756057665375508,59.12004567989236,0.0,7.4706973608776,2.2829473237047244,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
